Date,Title,Review
"July 21, 2020",Holy Grail Moisturizer,"I started using this product for acne-prone skin about 8 months ago. I very quickly noticed an improvement in my skin’s texture, and other products seemed to layer easily over it (no pilling.) I started accutane and assumed I’d need a much heavier cream to combat dryness and flaking, but to my delight this moisturizer has kept my skin hydrated and happy. I’m so happy to have found an everyday moisturizer that works so well at such a great price point."
"July 21, 2020",Really good face lotion,I’ve tried a lot of face lotions but this is by far one of my favorites. It soaks in well keeping skin hydrated. It doesn’t leave your face greasy. It keeps it fresh and I can wear it under make up if I want. No fragrance. I showed it to my boyfriend and my sister and they both love it so much we’ve all reordered the product several times. Would recommend to anyone.
"July 18, 2020",A Great Basic Moisturizer,"I was searching for a better daily moisturizer and found this one. I saw from other reviews that it was pretty gentle, and I thought the price was great as well. I've been using it for about two weeks now and I'm liking it so far. I have combination/oily skin, and even when layered with a sunscreen, my face doesn't look super shiny or oily and feels very moisturized for how light it goes on. It doesn't have a smell which is also a nice change from how other La Roche-Posay items tend to have a stronger smell to them."
"July 15, 2020",Buena crema,"Very very good cream. Keeps my face hydrated all day, leaves it soft. I love this brand La Roche-Possay. And with this store everything is great, I will keep buying."
"July 10, 2020",Not bad,I bought 2 tubes to try just becuz of the simple good ingredient. It spreads nicely on face. Don't mind to repurchase.
"June 25, 2020",Love this affordable moisturizer,"I have fallen in love with this brand!!! This cream is non greasy, doesn’t clog pores, and moisturizes with no issues. This absolutely this face cream and their body cream. Also the t is super affordable and won’t break the bank!! Seriously, buy it, you won’t regret it! Thank you Lovely Skin!!"
"June 22, 2020",Excellent product for sensitive skin,"I am so impressed with this product. It took all my redness away and made my skin very smooth. I would appreciate if it had SPF, that's the only downside."
"June 12, 2020",Great product,Great moisturizer at an affordable price. I was recommended this from my dermatologist after treating hormonal acne. Love the ingredient list and how it has no fragrance.
"June 09, 2020",Nice-Light Cream,This is a nice light cream. Seem to penetrate quickly. Helps calm redness and leaves skin feeling lightly hydrated. If you apply too much of this cream it will pill. I have only used it at night and I limit how much I use. Just a small dime size or less will do :)
"June 05, 2020",ok,"I have very dry skin this is good under my sunscreen as both together provide good hydration. However alone its just alright, I actually meant to buy the sunscreen instead as I prefer to use that after my vitamin c serum. will be sure I have the correct item in my cart. This is good if you have normal to oily skin. Dry complexions need a lot more."
"May 29, 2020",The perfect everyday moisturizer,"I swear by La Roche-Posay products, this is no exception. It’s nourishing, but not heavy or oily. On top of it all, it’s a great value! Good sized bottle for a great price."
"May 22, 2020",Smooth skin,This face lotion made my skin very soft
"May 21, 2020",Nice Face Cream,"Work well on my dry, sensitive skin without irritation"
"May 19, 2020",Good face cream,Got this for my husband. He likes it. I just love everything from this line.
"April 27, 2020",Great moisturizer,This is my 3rd time ordering this product. I love the way it feels and moisturizes my skin. I also appreciate the little to no fragrance.
"April 17, 2020",Great moisturizer,"A simple, no fragrance, very good moisturizer to be used with my morning routine products, such as vitamin C underneath and colored sunscreen on top of it. Light moisture, dries fast on skin."
"March 22, 2020",perfect,Toleriane Double Repair Face Moisturizer is light enough to absorb easily and leaves my skin moisturized all day. It does last 24 hours. Non greasy. Goes well under sunblocker and make up. I will buy it again because it hasn't caused my skin to break out and it may even dissipate some of the redness. I think it's an all seasons type of moisturizer. Faithful LaRoche Posay user.
"February 16, 2020",moisturized,"Trying this for the first time, this moisturizer applies well on my face. It feels good on application and is light. I do need to apply a bit more on days when it' really windy/cold. Good value."
"February 15, 2020",Pills on my face,"I had high hopes for this moisturizer because I use several LRP products, and it has a good EWG rating. I have dry skin. Similar to some other reviewers I found that it pills on my face (I had the same experience with Toleriane Double Repair with SPF), but makes a good hand moisturizer. I'm sure it is a great choice for many, just not for me."
"February 13, 2020",Love this stuff!,Have tried several moisturizers and always end up going back to this stuff.
"February 07, 2020",Amazing!,This moisturizer makes my face feel amazing. Really soft and I love the smell
"January 08, 2020",Wonderful face moisturizer.,"I bought the La Roche-Posay moisturizer with high hopes as I have been searching for a non toxic face moisturizer. This was a great find. I am 53 and beginning to show signs of age. It contains ceramides which I was looking for, and niacinamide also. A great product that works to moisturize dry skin and great for sensitive skin which I have and no breakouts or problems. Love this, will re purchase!!"
"December 24, 2019",For Sensitive skin?,"Very disappointed with a LRP Toleraine product since the Toleraine line is geared for sensitive skin. The description says ""soothes red, irritated complexion...perfect for sensitive skin.” Then, why does it sting when I apply it? This makes no sense. There is some ingredient in this that doesn't fit the bill. LRP needs to reformulate this one. I loved the now discontinued Toleraine Riche Soothing Protective Cream, which was rich and soothing without irritation—so far there is no acceptable substitute."
"December 12, 2019",Lotion for sensitive skin,"Not sure how I feel about this lotion. I have very sensitive acne prone skin. Every time I’ve used this lotion, it had caused my skin to have a but omg sensation, so I’m not inclined to use it as often as I had hoped."
"December 03, 2019",Great moisturizer,"Light, effective, and without unwanted scents."
"December 01, 2019",Great!,Perfectly made for super dry skin.
"November 29, 2019",Moisturizer,"I bought this for my daily moisturizer it does an OK job, but my skin still need something more to keep it from getting dry."
"November 27, 2019",Nice Thick Moisturizer for Winter,Really nice and thick. But doesn't clog pores. No weird scent either. Great for Winter. Very happy with it.
"November 24, 2019",The Perfect Moisturizer!,"I have sensitive, combination skin that also has acne and rosacea. I was using the Sensitive Fluid and switched to this for winter because I needed more moisture. This is the perfect oil free solution for sensitive skin that's oily or combo—it's not super rich so you don't feel weighed down, but not so light you get residual dry flakes. I also love the tube packaging so that you can snip open the top and dig out any extra. I'm a customer for life!"
"November 22, 2019",It has really helped my skin look healthier and less oily,"I only apply this moisturizer at night, but I love it! My skin has really improved since using the product. I've been using it 2 years. My dermatologist recommended it to help reduce the excesses shine on my face. My skin feels so good, and I've noticed less shine on my face throughout the day. I also have very sensitive skin and I have not had any kind of allergic reaction from applying it on my face."
"November 21, 2019",GREAT MOISTURIZER!,I love this product! This moisturizer is very light and not greasy. It works very well for us who suffer from acne. I wear it every day and every night! Works wonders for my skin.
"November 19, 2019",Amazingly effective,"For a simple moisturizer that provides the skin nutrients and protects the barrier, this is THE product. I have sensitive, dry skin and live in a dry climate that rarely gets over 20% humidity outside. This stuff makes my skin feel comfortable. I love La Roche-Posay."
"November 16, 2019",Moisturizer,"Love this moisturizer. I use it every night after putting on my serum or Retin A prescription. This has some good ingredients in it which are helpful to the face. La Roche products are good, and I love them as they do not irritate my skin, as I have sensitive skin."
"November 05, 2019",Great Moisturizer for dryer months,"I have comb, acne prone skin, and I use this as my daily AM moisturizer in the fall/winter when it gets dry. It addresses my dryer skin without producing excess oil on my T-Zone. When the weather switches to hot and humid, I switch to the Toleriane sensitive fluid. The price is great for the size that you receive."
"October 21, 2019",Really like this!,This is my second time purchasing this product and will definitely buy again. It has calmed the redness on my face so much and has not aggravated my skin. It sinks in super fast yet leaves my face moisturized for hours. I recommend to anyone who has sensitive skin who wants a simple moisturizer that works.
"October 14, 2019",Love it!,"I have used many facial moisturizers, and this is my favorite! Will buy again."
"September 23, 2019",Light and scent-free,"This moisturizer is fresh and scentless. Somehow, it keeps me from getting dry throughout the day without sitting on top of my skin like a barrier. It disappears into my skin and feels weightless. My husband loves it; he even uses it more than I do!"
"August 15, 2019",Hydrating,"The creamy rich texture feels so good on my skin. I usually used it during winter and also, during summer at night or on top of my Retin-A. It doesn’t feel greasy and my face looks hydrated on the following day. Because of it’s consistency, you won’t need to apply a lot that makes it lasts for months. With LovelySkin’s free shipping, you’ll save a couple bucks more."
"August 03, 2019",Perfect,I love this moisturizer is not greasy and it doesn't leave any residue. The ingredients are great to protect and repair the skin barrier.
"July 31, 2019",Great product,Great product helps with dry skin is not oily at all I loved it
"July 08, 2019",Wonderful,"Another great product from Lovelyskin.com. I was using the EltaMD line, which I loved, but was looking for something that would do the trick of moisturizing without exacerbating by rosacea or acne, but was a bit more affordable for our family. Light moisture great for day and night. Part of my regular routine now."
"June 26, 2019",Simply good at what it does,"I wanted to try a simple moisturizer with ceramides without breaking the bank. My skin is somewhat dry and sensitive from starting tretinoin, so I wanted something moist and comforting with no fragrance (or even naturally-occurring scents). This works well for me. It spreads easily without being slippery, and it absorbs without a residue. It feels natural on my skin (I don't even feel it). A little goes a long way, so I use a very small amount before applying sunscreen in the morning. At night, I use a pea-size dab to cover my face I layer something heavier over it over my flaking areas. I've had no eye irritation from this. The tube will last me a long time, even though I use it twice a day. It's well worth the price."
"June 15, 2019",Fantastic Skincare,This is a fantastic moisturizer. Has wonderful ingredients. Leaves my skin soft and not at all irritated.
"June 01, 2019",Love the creamy texture!,"I use this moisturizer in the evening for deep hydration. I absolutely love the creamy feel of it and it leaves my skin feeling very hydrated and silky smooth, yet it isn’t greasy."
"May 21, 2019",Great Moisturizer,This moisturizer was recommended by a dermatologist to me and has been the only one to moisturize my face and not cause breakouts. This product is affordable and goes a lasts a while even with twice daily use.
"May 20, 2019",Do Not Like The Smell,I did not like the scent of this product and quit using it.
"April 15, 2019",Great Moisturizer!,"Great moisturizer, especially during the winter to prevent dry skin. Now that it is warming up, I don't want to look ""greasy"". I use a pea size amount for my entire face. I have adult acne and combination skin. This moisturizer does not make my acne worse."
"April 11, 2019",Good moisturizer,Absorbs nicely. Perfect hydration for my combination skin. Great for day and night. And a good price too. Love it!
"April 09, 2019",Works well for hands,"This is a nice lotion, however I have found it works better for hand use than on my face. It seems to pill/ball up on my face even with a small amount, and it feels as though there is an unbreathable silicone layer on my face for which I don't care. However, I have found it works well on my red rough patches on my hands from using too much alcohol rub at work!"
"April 02, 2019",Love it!,I really love this product in the winter when my face needs a little more moisture. The best part is that it's not greasy or too heavy. I'll definitely buy again!
"March 14, 2019",light and smooth application,"I have aging and dry skin, but this product seems to go on really smooth, and helps hydrate me. Great price. I have been using Epionce and decided to try this because it's less expensive. I will probably buy again."
"March 05, 2019",love it!,"I've been using for about 6 months, and I love it. I wish the applicator was easier to use when you get down to the end of the bottle, but besides that, it's been great."
"March 03, 2019",Favorite light cream,This is one of my go-to creams. I can use it alone when I need a light cream or as a base cream when using a sunscreen or other. Love it.
"March 01, 2019",Hydrating yet light,"This facial moisturizer feels super hydrating. I love that it had the ceramides in it to protect your skin's barrier. It also doesn't feel heavy or thick, goes in smooth and leaves your skin soft. I really like it!"
"February 06, 2019",Love this stuff!,"Worked great for my dry, sensitive skin. Left my face feeling moisturized, supple and oil-free. Love this stuff!"
"January 27, 2019",Excellent Moisturizer,"My dermatologist suggested this cream for my daughter who is a competitive swimmer. Being in the pool with all that chlorine dries her skin out terribly. Since using this cream, her skin is no longer dry and irritated but soft and hydrated. Great product will continue to purchase."
"January 24, 2019",Excellent cream,I was looking for a moisturizer for my winter skin which is dry & sensitive. I explored several option & chose this one. So glad I did. My facial skin feels so soft & supple after this cream goes on. I love it. So glad I can trust LRP to provide quality products at reasonable pricing. That's also to LovelySkin.com for great service.
"January 17, 2019","Soothing. Great for Sensitive skin and ACNE, really WORKS! AFFORDABLE !","Oh my gosh, I just love the feel of this stuff; whether your oily, combo or dry, it feels awesome. The consistency is thick but really soaks in the skin. I do not breakout with this product and am prone to cystic acne (37 years old), but this moisturizer helps heal scars, soothe skin and keep skin comfortable. My whole family is now using it, including sons and daughters of various skin concerns and all love it! Highly recommend. Great price, product lasts quite awhile too. The sunscreen version is also amazing! Gives a nice healthy sheen to skin."
"January 03, 2019",Excellent Product,No adverse reactions and my skin feels moisturized after using.
"December 26, 2018",Light and moisturizing,This lotion feels light on the skin and keeps skin moisturized without feeling greasy. It absorbs quickly and skin stays soft and hydrated.
"December 08, 2018",Face repair moisturizee,Received a sample of this moisturizer and right away I feel in love. My skin is super dry in some areas. This product provided moisture to my skin and reduced appearance wrinkles. Small amount goes a long way.
"October 03, 2018",La Roche-Posay Toleriane Double Repair Face Moisturizer,Really like this moisturizer and feels good on skin.
"August 02, 2018",Amazing,This moisturizer has saved my super sensitive skin. Everything always burns my skin but not this. It also balances out the oil and keeps me hydrated.
"August 01, 2018",I think that this is a huge hit for La Roche-Posay!,"It is effective at preventing dryness all day. It skins in quickly and doesn't leave residue to interact with sunscreen or makeup, and it does seem to promote a healthy skin barrier. I have noticed less sensitivity and redness in my skin when using this moisturizer. I also love that price per oz. Over all: it''s a solid not-so-basic moisturizer that appears to promote skin health."
"July 19, 2018","""Repair"" is the fame of this name","I have been using this moisturizer for the last 8 months now. I am at the end of my third bottle and am very pleased with it! My goal with skincare is clear skin, not trying products for fun or looking for the next best thing. I like consistency and function. I introduced this moisturizer when I had a very poor skincare routine consisting of far too much chemical exfoliation, a hydration serum heavy on the penetration enhancers, no moisturizer, and no SPF. My skin was inflamed, sore, and acne-ridden. I started using this in the evenings along with the UV Double Repair by day, and within a few days my skin soreness was gone and acne started to heal. Within several weeks, my skin was clear and has been for the last 8 months. This is likely because these moisturizers provide nourishment and don''t contain many common-known irritants. This cream is rather watery gel/lotion like and does have an extremely mild, micro-fine ""grit"" to it. It can pill a bit sometimes, however, when I applied this with a hydrating serum, I don''t have that problem. This is also very skin softening. I wake up daily, even after all these months of use, with soft, calm, and very bright looking skin. I use this with a basic hydrating HA and panthenol serum after cleansing with the Toleriane Gentle Hydrating Cleanser. Very simple. I recommended this to a few friends who in turn started using, all with acne and all with great, similar results. This is a very well done product and I hope to always have this available to purchase along with the SPF!"
"June 30, 2018",Like the feel of the lotion,"Not sure how I feel about this for my face. After using a few nights, I had a little breakout–not sure if it was this product. The bottle does not feel full, but I always cut open my tubes. You'd be surprised how much is left, at least 4-5 days. Don't want to waste a drop!"
"June 19, 2018",Excellent on Sensitive Skin,"I have Rosacea and Hormonal Acne that has been very difficult to treat. Many other brands cause more redness and increases your acne. I started using La Roche-Posay Double Repair Toleriane, and my skin has actually cleared up. My scarring is finally starting to fade from all the old acne scars. I cant live without this product, and I am so happy that LovelySkin.com frequently offers this product on sale with free shipping and handling!!"
"June 01, 2018",Great product and value!,"I was looking for an effective moisturizer that would work well for my slight case of rosacea and chose this brand for their ingredients and based on other reviews. I couldn’t be happier with the results. A small amount is very hydrating and soothing. I use it in the morning and at night (works well under makeup). I’ve ordered twice so far and with the price discount plus free shipping, this is the best value I have seen anywhere. Great product. Highly recommend!"
"May 16, 2018",The very best moisturizer,"I have ordered this cream a couple of times, and I just love it! I am in my 50s, and I have dry skin (due to age and retinol products). This cream is so moisturizing. I use it under my makeup and after my anti-aging products at night. I was using another brand from the drugstore, but it had a lot of bad ingredients. So I decided to give this a try, and I am glad I did. I will keep repurchasing this cream."
"May 16, 2018",Very Happy! Clear Smooth Face!,I purchased to replace an expensive moisturizer brand and was extremely happy overall. It smooths on nicely and keeps my complexion clear and soft. I will repurchase once I use it all up.
"May 14, 2018",Great oil-free moisturizer,"I use this at night as well as under my make up on dry days. Dries matte, has no weird smell. It can peel if you use too much, so you only need a little bit–which goes a long way."
"April 06, 2018",Great Moisturizer!,Love this face cream! Very effective with taking care of my dry skin this winter. Lasts all day. Been using it for almost a month now and got quick results.
"March 31, 2018",Great Moisturizer,I love this moisturizer. I'm on my second tube. I don't break out or turn red and it helps to keep skin hydrated.
"March 17, 2018",Good for sensitive skin,"I received this as a sample, and I like it. I use Retin-A, have sensitive skin, and get dry patches. This moisturizer is very soothing. My dry patches are gone after one week, and I love that it's unscented. I will purchase it again when my sample runs out."
"March 09, 2018",La Roche-Posay Toleriane Double,Like the moisturizer very much. Don't care for the packaging. It is difficult to squeeze the moisturizer out with its shape and style.
"February 23, 2018",Average Moisturizer,Nothing special about it. I have very dry skin and it was not enough moisture for me to use it without another cream.
"February 06, 2018",Ok moisturizer,"I like this moisturizer, but it's not enough for me and my dry skin in the winter. I think this will be a great moisturizer for me in the summer"
"January 30, 2018",Pretty nice,It can kinda pill on your Face If you use too much but overall it’s very nice
"January 29, 2018",Great moisturizer,"I like this moisturizer because it’s in a tube and you can’t bacteria in it. Also, it doesn’t have any smell. It isn’t heavy and has no sunscreen and can be used day and night."
"January 25, 2018",Age over 50,"I have tried moisturizers from Olay to La Mer and in-between. This is a very good moisturizer and has the convenience of a tube. Great for travel. I like using this before I put on my makeup because it sinks in well. For an evening moisturizer, I still prefer something slightly heavier."
"January 16, 2018",Great for my teenager,"My teenager has dry, acne prone skin and this moisturizer works great. This moisturizer doesn't clog pores and it helps protect skin from dryness that is a side effect caused from a dermatologist prescribed cream. This is especially helpful during these winter months. However, my other teenager has oily, acne prone skin and uses the same prescription that drys out the skin. This teenager tried the Double Repair as well but had to stop because it made the skin too oily. This teenager is now trying the La Roche-Posay Effaclar MAT Oil-Free Mattifying Moisturizer."
"December 13, 2017",La roche-posay,"Lovely moisturizer. No moisturizer is ever moisturizing enough for my dry skin. I tried kiehls, first aid, & many many others. Of course, la roche-posay works as all of their products are amazing. This moisturizer is thinner, very supple, blends into the skin to create a real feeling of moisture. Ahh :)"
"November 16, 2017",Summer favorite,"Quality ingredients and affordable. Love this as my summer moisturizer. I have this as well in the UV formulation. I need an oil free product during the warmer months, and this product does the job!"
"November 01, 2017",Outstanding Moisturizer,"Love this moisturizer. Our entire family from teens to husband are now using it. It hydrates, soothes, calms skin. Our teens have oily skin, and this product doesn’t clog pores. My husband and I have mature skin, and it hydrates us while being light and clean feeling. I have tried more products than you could imagine, and this one is the one for me. Wish I knew about it years ago! Glad I am able to get my teens on it early in life."
"October 14, 2017",Guest,I'm staying with La-Roche products!
"September 27, 2017",Great product!!!,This cream is perfect for my skin.
"August 18, 2017",Pretty Good Moisturizer,"I've really come to love the La Roche-Posay line and this moisturizer is on par with their other products I've used. It isn't quite as heavy as I would like at night, but does a good job for daytime. Doesn't smell weird, soaks in quickly and hasn't caused breakouts."
"July 26, 2017",Great Price Point!,I purchased this because I was having pretty dry patches of skin and wanted an inexpensive moisturizer with Niacinamide. I love it! I use this before my morning runs with SPF. It has helped with my dry skin!!!
"July 24, 2017",Good moisturizer,Light but yet skin feels firm. Like that there is no fragrance.
"July 11, 2017",Awesome!!!,It is a great moisturizer!! Won't clog your pores and makes skin feel and look great!!
"June 23, 2017",Worth it!,Great product! Bought this moisturizer because my dermatologost recommended it and I've been using it for about a month now and my skin is looking much better and less breakouts and also thank you LovelySkin for going out of your way to make your customers happy!!!
"June 06, 2017",nice texture,"I mistakenly ordered the La Roche-Posay Toleriane Double Repair Moisturizer product without sunscreen and decided not to return it when reordering spf product. While this is an ok moisturizer, I probably would not reorder. However, the spf version is great under my make-up and helps a great deal with dryness."
"June 02, 2017",Glad I found this,"Have been using this at night because I use a tinted moisturizer for daytime. I have been using this after a retinol, which is very drying to my skin. So far, I am happy with the feel of the moisturizer, the size and price. I also like the fact that it has no bothersome fragrance."
"April 18, 2017",Love it!,"This moisturizer has helped my skin stay hydrated, very happy with it."
"April 04, 2017",good quality,I used it only for a week. It seems a good moisturizer with very good ingredients. It feels good on your skin. I would say it's good for combination and normal skin and for dry skin maybe in spring/summer (for winter months I think it is not enough for a dry skin)
"March 23, 2017",Good basic moisturizer,This is just a basic moisturizer without fuzz that really hydrates the skin and its light at the same time. I love that it doesn't break me out and leaves a soft matte finish on the skin once it dries down that is good for under make up.
"March 02, 2017",Best Moisturizer in a long time,"Since my skin has aged (I'm mid 40s) I've had trouble finding a moisturizer that worked for me. This one contained a ceramide that I thought would work and it does! It absorbed well into the skin and doesn't feel sticky or heavy. I started using it once a day, worried about break outs and cyst acne on my chin, but when it didn't happen I started twice a day. My skin looks great and no breakouts since I started using it twice a day a month ago."
"February 28, 2017","Silky, Non-Greasy, Quick Absorbing","I am acne prone (cystic) skin and am currently undergoing IPL for sun damage and hyper pigmentation on my face. I don't usually do well with moisturizer due to my acne problems, but needed to find one that I could use during this treatment that was not greasy but still moisturizing. This is a great find, I have not had any additional break out issues and the product goes on smooth, absorbs quickly and leaves my skin silky and soft. The price is very reasonable on LovelySkin.com so I will be using it as my go to from here on out. Highly recommend."
"February 25, 2017",good,"It doesn't make a miracle, but if you will use all the ""Toleriane"" products you will see the difference and get good results))"
"February 21, 2017",For Sensitive skin. Acne prone,"I had other expectations for this moisturizer, but somehow it didn't work for me. It's supposed to be a double repair moisturizer but it still leaves my skin dry.."
"February 13, 2017",gentle,I have really sensitive skin + I sometimes use a Rx retinoid which makes my skin even more sensitive. This product feels gentle and soothing on my skin and leaves a soft finish. I'll definitely buy it again.
